"","uid","multiapply_ind","gjj_flag","flt_flag","car_flag","sz_flag","credit_card_flag","eb_value_ind","birth_year","brand_level","al_date1","al_date2","al_date3","al_date1_bank","al_date1_nbank","al_id_m3_num","al_id_m3_bank_num","al_id_m3_nbank_orgnum","al_id_m6_nbank_orgnum","flag_bank","flag_nbank_cons","flag_nbank_cash","last_job_opendate","fst_opendate","salary","flight_id","high_id","flt_m8_id","qmonth","acm_cardindex","debit_balance_m6_avg","debit_in_m6","debit_in_num_m6","debit_out_m6","debit_out_num_m6","credit_out_m6","credit_out_num_m6","credit_cash_m6","credit_cash_month_m6","credit_def_month_m6","debit_balance_m12_avg","debit_in_m12","debit_in_num_m12","debit_out_m12","debit_out_num_m12","credit_out_m12","credit_out_num_m12","credit_cash_m12","credit_cash_month_m12","credit_def_month_m12","mobile_weight","user_level","user_vip","eb_amt_avg","eb_freq","life_house","life_car","life_marry","life_mommy","life_child","consumption_flag","cons_cont","cons_time_recent","cons_tot_m3_num","cons_tot_m3_pay","cons_tot_m3_p_catenum","cons_tot_m3_v_catenum","cons_tot_m3_visits","cons_tot_m12_num","cons_tot_m12_pay","cons_tot_m12_p_catenum","cons_tot_m12_v_catenum","cons_tot_m12_visits","cons_max_m3_num","cons_max_m3_pay","cons_max_m3_paycate","cons_max_m12_num","cons_max_m12_pay","cons_max_m12_paycate","cons_m3_RYBH_num","cons_m3_RYBH_pay","cons_m3_JYDQ_num","cons_m3_JYDQ_pay","cons_m3_MYYP_num","cons_m3_MYYP_pay","cons_m12_RYBH_num","cons_m12_RYBH_pay","cons_m12_JYDQ_num","cons_m12_JYDQ_pay","cons_m12_MYYP_num","cons_m12_MYYP_pay","same_prov","same_city","current_age","al_date1_length","al_date2_length","al_date3_length","al_id_m3_num_combine","al_id_m3_bank_num_combine","al_id_m3_nbank_orgnum_combine","al_id_m6_nbank_orgnum_combine","last_job_opendate_length","fst_opendate_length","NA1_TYPE1","NA1_TYPE2","NA1_TYPE3","GENDER","P_PROV","H_PROV"
"3832","0A437E89B5F56C239B979616601F455C",0,0,0,0,1,1,0,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",2,100,1,1,10,2,100,1,1,10,2,100,"C1",2,100,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A15","A15"
"3833","0A43E1F7D4CF736855DBA58B519F5A13",0,1,0,0,1,1,0,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14610,14610,NA,NA,NA,NA,201605,8,0,40000,NA,17500,NA,0,NA,0,0,0,0,192250,NA,70000,NA,250,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",6,100,1,1,30,15,400,2,2,75,6,100,"C22",14,400,"C22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,54,NA,NA,NA,NA,NA,NA,NA,6269,6269,"","","","Female","A17","A17"
"3834","0A44BECF66C4B385CA91185643F44CBC",0,1,0,0,1,1,0,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17433,17211,3583,NA,NA,NA,201605,8,833,30000,NA,30000,NA,17500,NA,0,0,0,875,42500,NA,44750,NA,90000,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",2,40,1,1,10,2,40,1,1,10,2,40,"C22",2,40,"C22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,34,NA,NA,NA,NA,NA,NA,NA,3446,3668,"","","","Female","A3","A3"
"3835","0A45B6A18996C41C2A199418B25A964C",0,0,0,0,1,1,0,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,18,72083,1700000,NA,7e+05,NA,1950000,NA,13000,6,0,116562,2600000,NA,1600000,NA,3150000,NA,337500,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",4,300,2,2,20,4,300,2,2,20,3,300,"C1",3,300,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A10","A10"
"3836","0A4659936D15BEEDC9B1895B9396C352",0,0,0,0,NA,1,1,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,0,190,2,1,NA,0,0,0,1,"M4","T1",8,400,2,2,40,46,4000,3,4,230,6,200,"C3",34,2000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A10","A10"
"3837","0A4733459999718B61FFC09DED4C4FFF",0,0,1,0,1,1,1,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,201605,7,155000,2150000,NA,1650000,NA,21750,NA,0,0,0,153750,2382500,NA,1780000,NA,46000,NA,0,0,0,81,5,2,52,2,0,NA,0,0,0,1,"M4","T1",5,1000,1,1,25,27,2000,7,7,135,5,1000,"C1",13,1000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,1,100,1,30,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A10","A2"
"3838","0A476C7D7B776F55C6B7B222CFF1977B",0,0,0,0,NA,1,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,4,4,9064,27,1,1,1,0,0,1,"M4","T1",3,300,2,3,15,23,2000,3,4,115,1,200,"C15",18,1000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A12","A5"
"3839","0A4805383368E52ACA4574F85A711EF5",1,0,0,0,1,1,1,1989,NA,20160825,20160509,NA,NA,20160825,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,201605,9,0,5e+05,NA,7e+05,NA,237500,NA,0,0,0,0,1200000,NA,1200000,NA,550000,NA,0,0,0,98,8,4,2125,73,1,1,1,1,1,1,"M4","T1",173,30000,13,19,1576,322,40000,19,21,2278,46,20000,"C5",63,20000,"C5",20,500,2,400,31,3000,46,1000,5,1000,63,4000,1,1,28,188,296,NA,0,0,0,1,NA,NA,"A9","A13","","Male","A30","A30"
"3840","0A482027AD7ADD87F169CC3111353C5A",0,0,0,0,NA,1,0,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",1,100,1,1,5,1,100,1,1,5,1,100,"C1",1,100,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A10","A10"
"3841","0A489C73183DE9B18247BFA7D44E0F59",0,1,0,0,NA,1,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15706,15706,4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,4,1714,28,1,1,1,0,1,1,"M4","T1",59,6000,7,18,855,96,10000,10,19,1278,31,3000,"C7",35,4000,"C7",0,0,0,0,6,200,0,0,0,0,6,200,1,1,38,NA,NA,NA,NA,NA,NA,NA,5173,5173,"","","","Female","A14","A14"
"3842","0A49281D9B8DA4883DA6B0189BE35734",0,1,0,0,NA,1,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16741,16741,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,7,4,980,10,1,1,1,1,1,1,"M4","T1",98,20000,9,18,894,245,30000,16,22,1747,61,10000,"C7",66,10000,"C7",7,300,1,2000,17,2000,12,1000,3,3000,26,4000,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,4138,4138,"","","","Female","Unknown","A21"
"3843","0A49C8D0CA12004785DC73CBAB3E9C66",0,1,0,0,1,1,0,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17098,17098,2200,NA,NA,NA,201605,2,15541,25750,NA,55000,NA,0,NA,0,0,0,15541,25750,NA,55000,NA,24750,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",2,90,1,2,10,2,90,1,2,10,1,90,"C16",1,90,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34,NA,NA,NA,NA,NA,NA,NA,3781,3781,"","","","Female","A9","A15"
"3844","0A4B1C5C710700D1D2A8D8ABF0A64E88",1,0,1,0,NA,1,1,1992,NA,20170126,20170123,20170117,NA,20170126,7,0,2,2,1,1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,4,1651,12,0,1,0,0,0,1,"M3","T1",5,100,2,2,25,7,100,2,2,35,4,90,"C22",6,100,"C22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,25,34,37,43,7,0,2,2,NA,NA,"A4","A4","A4","Male","A25","A25"
"3845","0A4CDCD5F39D774C91EA15595805A696",0,0,0,0,1,1,0,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,4,250,25000,NA,30000,NA,177500,NA,0,0,0,535,792500,NA,292500,NA,191000,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",24,3000,6,20,1426,24,3000,6,20,1490,14,2000,"C7",14,2000,"C7",0,0,0,0,1,40,0,0,0,0,1,40,1,0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A24","A24"
"3846","0A4DA70B4AD9C098FFBACDD83D5FC8FD",0,1,0,0,NA,1,1,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12784,12784,12892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,2,0,171,5,0,NA,1,0,0,1,"M4","T1",5,200,1,2,25,16,2000,2,3,80,4,200,"C16",14,2000,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,46,NA,NA,NA,NA,NA,NA,NA,8095,8095,"","","","Male","A2","A2"
"3847","0A4ED98FC7B4ADAAE1B79B3FE7A1245A",1,0,0,0,NA,1,1,1990,NA,20151130,20150228,NA,20151130,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,6,2,814,8,0,1,0,1,1,1,"M4","T1",23,4000,6,17,1246,75,10000,15,21,1961,8,2000,"C18",12,3000,"C18",NA,NA,2,1000,7,500,1,200,4,2000,12,700,0,0,27,457,732,NA,0,0,0,0,NA,NA,"A13","A13","","Male","A16","A30"
"3848","0A4FC93A6D58EB939322DADA25C23F8A",0,0,1,0,NA,1,1,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,4,2927,10,1,1,1,1,1,1,"M4","T1",57,20000,9,18,780,143,50000,15,22,1308,24,10000,"C18",36,30000,"C18",3,80,3,2000,1,100,5,200,5,3000,15,4000,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A10","A10"
"3849","0A50FBA68403B6FAA469B02893F5F601",0,0,1,0,1,1,0,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,5,0,750,NA,0,NA,6e+05,NA,0,0,0,0,2500,NA,0,NA,827500,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",3,90,1,1,15,26,800,2,4,130,3,90,"C1",20,600,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A23","A23"
"3850","0A5232C363C923ED8566211BBF931438",0,0,0,0,1,1,1,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,10,10125,562500,NA,0,NA,13250,NA,0,0,0,10125,566500,NA,0,NA,30750,NA,0,0,0,94,7,4,1075,15,1,NA,1,0,1,1,"M4","T1",60,7000,6,14,963,108,20000,11,22,1828,19,3000,"C7",31,6000,"C7",2,80,0,0,19,1000,7,800,1,800,29,2000,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A9","A9"
"3851","0A55234E4F05F5FF5F3B5B89A82621C7",0,1,0,0,NA,1,1,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17895,16369,3758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,0,0,0,NA,NA,NA,NA,NA,1,"M4","T1",3,80,1,5,25,31,4000,6,11,677,3,80,"C24",15,3000,"C7",NA,NA,0,0,0,0,NA,NA,1,200,5,700,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,2984,4510,"","","","Female","Unknown","A5"
"3852","0A575E778C9C957F88884B3B49CA7D7F",0,0,0,0,1,1,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201611,7,0,0,0,0,1,19250,14,0,0,0,0,150000,3,21250,6,169250,24,0,0,0,10,7,4,836,16,1,1,1,1,1,1,"M1","T1",3,200,2,3,15,3,200,2,3,15,1,100,"C16",1,100,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A9","A9"
"3853","0A579E54622CA23B7AD8901FF9DBCD21",1,0,0,0,1,1,1,1987,NA,20150627,20150323,NA,20150627,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,201605,5,0,0,NA,0,NA,75000,NA,1750,1,0,0,0,NA,0,NA,85500,NA,1750,1,0,97,6,2,370,10,1,1,1,0,1,1,"M4","T1",28,3000,5,16,779,87,8000,6,17,1303,8,1000,"C7",52,5000,"C1",0,0,0,0,6,500,0,0,0,0,8,600,1,1,30,613,709,NA,0,0,0,0,NA,NA,"A13","A13","","Male","A10","A10"
"3854","0A59A4CD636D4B7E4254AC747E081CE9",0,0,1,0,NA,1,0,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",6,300,2,2,30,22,600,4,4,110,5,200,"C1",19,500,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A23","A23"
"3855","0A5D1AE4A0F4B4F215FA2684A77E26B4",1,1,0,1,1,1,1,1983,1,20161104,20160913,NA,20161104,NA,1,1,0,0,1,0,0,17143,17143,2575,NA,NA,NA,201609,8,333,44250,13,130000,52,5e+05,40,0,0,0,875,92500,28,245000,91,1e+06,80,0,0,0,96,6,4,1381,27,1,1,1,0,1,1,"M4","T1",91,10000,7,18,874,214,20000,12,22,2047,37,7000,"C7",71,10000,"C7",0,0,2,1000,16,1000,0,0,3,1000,39,3000,0,0,34,117,169,NA,1,1,0,0,3736,3736,"A13","A13","","Female","Unknown","A14"
"3856","0A5F3F4BA3D46A67E911391AC42BCEA1",0,0,0,0,1,1,0,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,7,0,4000,NA,0,NA,11500,NA,0,0,0,0,4000,NA,12500,NA,59250,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M3","T1",5,400,1,2,25,7,500,1,2,35,4,400,"C16",6,500,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","Unknown","A11"
"3857","0A5F879B7C683DE69AC31D9C0C72FD1D",0,0,0,1,NA,1,0,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",3,300,1,1,15,3,300,1,1,15,3,300,"C1",3,300,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A15","A24"
"3858","0A5FE95AC3221AD0064C0DF605270003",0,0,0,0,1,1,1,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201608,13,3791,372500,63,212500,10,197500,21,0,0,1,15968,1872500,16,712500,22,370000,32,0,0,1,99,6,4,414,23,1,1,1,0,1,1,"M4","T1",13,300,1,1,65,79,4000,3,3,395,13,300,"C1",72,3000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A15","A21"
"3859","0A5FFADCCBB41399B995E3C810D97564",0,0,1,0,1,1,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,6,26791,170000,34,162500,95,42750,10,0,0,0,29500,235000,49,405000,11,205250,17,0,0,0,72,3,0,143,2,1,1,0,0,0,1,"M4","T1",6,400,1,1,30,23,2000,6,6,115,6,400,"C1",16,1000,"C1",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A22","A22"
"3860","0A60372BD4EA5D8B249A4146B6BFD3AA",0,1,0,0,1,1,1,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16866,16866,800,NA,NA,NA,201605,5,34416,155750,NA,162500,NA,62500,NA,0,0,0,43937,195750,NA,222500,NA,62500,NA,0,0,0,90,6,2,518,7,0,1,0,0,1,1,"M4","T1",76,10000,6,8,635,121,20000,8,11,961,47,7000,"C7",70,10000,"C7",0,0,NA,NA,7,400,0,0,NA,NA,10,600,1,1,35,NA,NA,NA,NA,NA,NA,NA,4013,4013,"","","","Female","A17","A17"
"3861","0A6065817B4040CC2DC85061DE3CEFAB",0,0,1,0,1,1,1,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,201605,4,950,24250,NA,18500,NA,3e+05,NA,0,0,0,950,71750,NA,18500,NA,322750,NA,0,0,0,98,8,5,8185,33,1,1,1,1,1,1,"M4","T1",11,700,1,1,55,54,4000,1,1,270,11,700,"C22",54,4000,"C22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","Unknown","A30"
"3862","0A61819EC33739371C04195306448C6B",0,0,0,0,NA,1,1,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,0,288,1,0,NA,0,0,0,1,"M4","T1",72,20000,15,20,1000,272,30000,19,23,2192,21,8000,"C5",82,10000,"C7",1,20,0,0,2,100,82,200,2,300,24,900,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A14","A24"
"3863","0A61AE1EE98631DB95A0EC25D3355B61",0,0,0,0,1,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,4,3083,45000,NA,45000,NA,32500,NA,0,0,0,6687,617500,NA,612500,NA,32500,NA,0,0,0,88,6,3,1403,22,1,1,1,0,1,1,"M1","T1",1,0,0,1,5,1,0,0,1,5,1,1,"C16",1,1,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A14","A14"
"3864","0A61E2C99F42C006334EF591D09D9E6F",1,1,0,0,1,1,1,1986,NA,20161104,20160521,NA,20161104,NA,1,1,0,0,1,0,0,17596,17596,1000,NA,NA,NA,201610,6,350,56250,6,56250,9,187500,8,0,0,0,321,84000,16,84000,24,280000,12,0,0,0,85,0,0,0,0,NA,NA,NA,NA,NA,1,"","T2",0,0,0,12,72,2,200,1,17,271,0,1,"C29",1,200,"C29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,117,284,NA,1,1,0,0,3283,3283,"A13","A13","","Male","A9","A2"
"3865","0A642A319B8C78F3A87D5A9AB81F5DD2",1,0,0,0,NA,1,0,1980,NA,20150717,NA,NA,20150717,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M1","T1",4,200,1,1,20,4,200,1,1,20,4,200,"C3",4,200,"C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,37,593,NA,NA,0,0,0,0,NA,NA,"A13","","","Male","A10","A10"
"3866","0A649221D14F5FF810527A90A9839723",0,0,0,0,1,1,1,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,10,0,5250,NA,0,NA,6e+05,NA,0,0,0,0,5250,NA,0,NA,9e+05,NA,0,0,0,61,2,1,182,3,0,NA,0,0,0,1,"M3","T1",4,600,2,3,20,7,700,2,3,35,2,500,"C16",4,500,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Female","A30","A12"
"3867","0A64A1DA88460EF37BCFB0DE1FAACA20",1,0,0,0,1,1,0,1996,NA,20160615,20160409,NA,20160615,NA,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,201606,2,500,7000,NA,6500,NA,0,NA,0,0,0,750,12000,NA,12500,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",4,500,2,3,20,22,1000,3,3,110,2,400,"C16",14,900,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,259,326,NA,0,0,0,0,NA,NA,"A13","A8","","Female","A30","A30"
"3868","0A65F63E593AECF06C7312F4E38FD04E",0,0,0,0,1,1,1,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,3,8900,332500,NA,317500,NA,0,NA,0,0,0,10035,402500,NA,387500,NA,1250,NA,0,0,0,88,5,0,594,6,1,1,1,0,0,1,"M4","T1",43,8000,10,21,2091,100,20000,14,24,4499,12,5000,"C18",26,9000,"C18",6,300,0,0,0,0,10,700,0,0,0,0,1,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A24","A24"
"3869","0A664FC7D1738A5A5B3A5926D9A24337",1,0,0,0,1,1,1,1985,NA,20160526,NA,NA,20160526,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,201605,5,0,4500,NA,7500,NA,182500,NA,0,0,0,0,4500,NA,9750,NA,217500,NA,0,0,0,70,3,2,168,5,1,1,0,1,1,1,"M4","T1",4,100,2,2,20,28,500,2,2,140,3,90,"C1",27,500,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,32,279,NA,NA,0,0,0,0,NA,NA,"A13","","","Male","A10","A10"
"3870","0A66CF0E55EA83B975FC6E68FFF3564E",0,0,0,0,1,1,1,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,7,0,2500,NA,250,NA,262500,NA,0,0,0,0,355250,NA,12750,NA,480000,NA,0,0,0,86,5,3,1111,5,1,NA,0,0,0,1,"M4","T1",21,3000,4,18,1677,31,5000,7,20,2025,6,1000,"C24",8,1000,"C1",4,50,0,0,0,0,4,50,0,0,0,0,1,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","A24","A24"
"3871","0A66DBEFFC4F2F6641934FA24B6A878C",1,0,0,0,1,1,0,1992,NA,20161103,20161103,20161103,NA,20161103,4,0,4,4,0,1,0,NA,NA,NA,NA,NA,NA,201610,4,416,80000,41,60000,13,28750,11,0,0,0,416,140000,70,110000,23,191250,26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",5,200,1,2,25,11,1000,1,2,55,3,200,"C16",8,1000,"C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,25,118,118,118,4,0,4,4,NA,NA,"A9","A9","A9","Female","A4","A4"
"3872","0A6784D70848464D8F8E8913B292F648",0,0,0,0,1,1,0,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201605,10,0,250000,NA,3050000,NA,140000,NA,1250,1,0,0,251250,NA,3053250,NA,280000,NA,1250,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M4","T1",7,700,1,2,35,13,1000,2,3,65,6,700,"C16",11,1000,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Male","Unknown","A7"
